10000 25000
1413 1596 84
160 7421 79
5786 8664 93
1970 2766 27
502 567 70
2412 9882 30
4527 9180 93
412 2446 77
4581 7766 29
7271 9195 68
2216 6619 34
4400 9708 38
4389 7658 66
6909 8225 6
5069 8093 44
4012 4432 87
2634 8713 62
389 2531 17
647 8042 96
348 8875 83
295 5240 34
3201 8593 4
3322 4935 56
7660 9983 36
3834 6960 15
5028 6849 37
7525 9439 2
2118 2283 46
1008 9666 77
4094 9276 96
1959 5310 77
2525 4733 67
67 1229 56
3435 5206 84
1178 9282 49
208 3809 47
4061 8793 93
2558 9560 17
8604 9925 3
4644 7460 75
918 7632 35
7848 8922 55
4104 5702 90
3602 4352 47
2543 7959 96
1105 6745 39
8101 8406 91
5162 9858 94
3513 9547 22
2820 6704 32
6401 9416 48
4933 9455 49
4148 7234 48
5271 8662 53
5110 7603 88
3948 6697 22
2536 6987 39
4220 7343 38
4193 5261 19
2475 3385 50
7279 8808 32
2911 3526 26
6670 7801 99
4435 9233 67
4104 5086 58
9614 9728 61
2372 3714 87
2438 4241 71
166 9447 26
3697 7751 99
5084 9943 22
6600 8466 83
3760 3795 5
881 8082 27
2650 8054 66
4344 5935 55
918 3819 25
4714 9236 9
3760 6958 23
2268 6295 14
4610 9844 3
936 5406 38
5440 9611 39
8550 8822 35
279 8863 27
8775 9464 36
5743 8324 4
3826 8073 95
3369 9484 71
1559 9951 18
4269 8673 76
5636 8851 56
6474 8109 91
3234 7636 13
1238 4644 18
4870 6882 48
3791 7859 76
4675 4955 17
4767 7819 37
6250 7524 50
4445 6440 8
945 5799 99
6579 9563 18
3649 3816 89
280 3681 31
820 8068 100
1243 6455 69
8510 8848 64
4155 7005 92
285 2910 88
6774 7499 72
2552 9548 5
824 4970 64
3049 3875 12
4361 9065 15
927 4314 54
3782 4845 5
2250 8416 84
5185 5537 70
5643 7687 83
3616 4208 31
2716 4396 87
4805 6270 94
3086 3274 27
3753 5486 93
8943 9751 84
1355 9728 36
3516 6363 50
754 5665 99
8162 9938 55
2249 4214 29
6824 8618 32
4599 8096 40
418 600 18
966 8058 63
2020 9470 27
8672 9083 18
2793 6811 24
5112 6513 49
3051 3618 45
3676 7565 66
4614 5113 17
1022 3632 80
319 5281 8
5907 8623 52
5788 9417 66
2063 2332 17
1066 7893 91
3991 9528 51
1203 4476 15
1416 3403 47
1869 5775 2
6431 7727 41
3407 9928 21
5114 9674 84
1099 7128 39
3687 6589 58
5365 9529 76
2018 3293 94
2929 8508 36
5996 8455 89
766 6221 18
1589 7031 27
1410 3397 5
230 6025 90
87 6256 70
7448 9958 81
1961 7634 16
877 9396 68
651 1750 36
1042 6046 6
1573 9002 38
1066 5962 63
539 7134 62
3069 4742 91
3244 7697 77
5310 8701 72
4508 6585 66
499 7595 37
5853 6183 71
7220 7285 78
1978 4982 78
4299 6339 54
2863 8410 59
2467 3490 82
4886 9314 12
2858 8173 91
5102 5891 20
6955 7233 52
3139 8145 97
4852 6318 8
8005 8908 46
787 8930 72
6843 8549 9
4122 4208 42
3010 5105 95
1280 1302 99
7432 9856 31
665 5339 9
2007 4463 42
1453 2409 5
3016 4966 55
3088 8877 85
8377 9874 98
3413 9207 99
2660 4727 82
4774 8386 24
3648 8426 49
6246 9915 100
6311 6371 37
4513 8214 8
2972 6112 12
2453 6387 14
1940 5525 44
1 4571 32
921 4378 55
2299 3815 77
169 6635 57
4035 5372 24
3304 3696 40
380 2254 35
3125 3611 53
4245 8097 53
180 4427 54
264 7374 39
1150 3689 82
1537 4302 67
1803 5267 30
5828 8756 18
7870 8481 1
2645 9685 44
4609 4978 96
1382 9009 26
4733 7995 30
6444 8482 28
2729 7010 99
5862 7167 69
393 1495 21
1248 9162 45
939 1484 53
6099 9480 83
2830 9226 47
4808 5804 32
203 4495 56
785 4422 42
1207 6840 32
300 5525 15
1284 6066 70
3600 6979 30
6196 8148 42
2398 9206 78
267 4446 85
2370 7496 76
4200 5301 8
1338 2530 93
1487 3667 87
2658 4081 95
7252 9072 55
1377 6101 7
1213 6727 14
1023 1107 99
2788 8559 23
1844 8352 93
287 8867 45
4925 7376 7
776 1817 32
3149 3374 37
1825 2223 31
3693 8678 74
3287 9967 97
2258 8072 14
1145 8168 83
602 9203 92
140 7311 85
1792 8116 88
941 7982 4
6342 6787 31
113 9219 21
6602 9591 34
726 9279 16
2805 5171 54
288 9345 18
2182 2408 19
4622 9253 46
7537 8893 81
4867 7338 53
4353 5533 56
3009 4043 19
2394 5266 89
3787 6289 64
2347 2377 54
2395 8906 90
3632 9261 37
1376 7004 59
3819 8967 63
4574 5026 99
56 4988 72
3269 8108 88
4720 5602 13
3695 4522 81
6172 7906 84
5829 7322 12
2481 9742 82
5796 9190 61
2648 4105 24
2839 3576 88
2534 8895 44
5458 8698 13
1756 6029 3
5438 8089 84
5180 6591 3
1598 9664 19
913 7498 75
2251 9071 25
1038 4546 36
4775 5033 70
6902 7299 63
2622 7714 84
3680 9771 49
2816 7146 12
616 9318 24
1356 7471 8
4029 7655 55
4877 8322 13
1477 7920 23
5140 5898 40
532 1992 27
5215 8277 88
2806 5344 100
5000 6465 76
7127 9355 84
1314 9226 71
5272 9038 82
3180 3644 54
108 4047 82
1919 9490 56
7756 9901 8
3286 7020 25
1344 5834 21
5021 6136 96
7876 9833 76
3669 6169 6
1178 8885 7
9168 9802 97
1515 1791 2
7303 9975 71
1078 2323 76
4645 8521 92
1068 3692 68
538 1763 71
1844 3304 59
4279 5612 90
2794 3645 3
5106 6314 89
5746 8878 80
2317 7153 6
2921 3142 5
4528 8747 5
1798 4681 49
8007 8444 54
5560 9943 7
1550 7139 29
2453 5146 78
4300 4517 62
251 5656 18
5382 9951 17
324 2619 54
1090 4458 72
3903 8812 44
953 9038 14
3428 8918 23
1036 2480 5
2202 4942 63
6103 8522 24
1628 6678 74
3839 6939 81
4042 6907 71
6742 9627 67
769 7582 51
6631 9124 31
8185 8859 7
817 8442 46
2219 4527 12
4377 7433 68
7587 8466 13
3443 7500 37
7854 9678 74
1985 8311 25
2928 6969 18
3801 5469 9
437 9783 100
741 9177 11
3096 9346 97
4 7544 87
6411 8275 38
2080 5111 63
129 3320 1
1291 9195 43
1691 4917 23
3046 5482 12
3388 8233 82
3630 9752 86
4880 9385 99
6146 6986 74
3485 5915 41
6831 8248 71
3617 8218 53
9283 9608 81
546 5846 41
4440 6317 31
14 1493 43
2704 6188 38
6547 7474 71
2124 3852 72
2279 8320 17
3640 4454 74
6177 8367 20
7281 9493 18
1762 5878 89
4419 9756 73
2775 4786 74
2334 6293 89
5575 6406 16
4109 6899 20
8357 9946 93
4238 9716 11
8184 9088 45
3334 3984 43
2060 9283 20
321 8255 51
97 3181 50
3270 9429 93
652 1439 76
4244 8252 96
7298 8325 1
790 3445 8
575 7430 90
383 4136 17
1589 5696 83
104 4714 67
803 6878 33
3881 7888 45
3643 8465 88
8686 9488 50
1534 3124 58
6000 6583 78
3499 8183 75
7581 7757 66
978 9513 25
2971 9317 55
3447 5062 81
9324 9411 85
2652 3589 98
4916 5175 69
1862 7840 18
1447 8618 18
2618 5548 12
52 1337 97
1329 1471 31
3745 3843 31
4262 6750 88
3215 9661 14
7444 7473 68
3880 4708 24
4142 9040 79
5288 8918 70
129 4612 88
8898 9190 13
24 8331 59
1109 6584 20
1657 5751 91
4009 9818 60
6428 9252 30
2791 9810 53
3065 7776 27
2588 8748 74
5458 7031 89
2368 7535 31
5059 7565 90
4579 6263 4
4517 5012 27
1316 2776 16
997 2812 48
1 9528 79
1003 7732 62
1495 6982 17
9071 9452 31
3942 9193 24
1509 4863 24
3483 9838 44
705 8132 68
5267 7320 74
151 5646 95
4566 5479 74
688 3855 67
5189 7478 49
5042 8254 54
273 3279 72
3941 9776 17
5305 7471 23
2345 7651 67
1701 3384 10
8838 9965 86
8011 9645 2
1954 3920 97
232 5795 31
7008 9428 93
3270 3355 70
802 2641 7
1967 7436 82
9058 9140 28
3805 5368 82
7068 9306 82
4887 4921 62
1119 3976 67
165 5797 93
7236 8339 61
4945 9438 12
7512 7652 40
5371 6567 98
6883 8560 73
8992 9118 13
4256 7288 56
2301 4000 95
8461 8518 63
4750 7159 97
4901 4912 9
1790 2196 47
1638 5876 22
1616 1999 32
2442 4471 63
451 4699 66
8985 9386 40
3262 3500 24
6132 6713 51
2934 6513 19
9225 9942 42
8165 9843 72
1486 3948 14
183 2325 71
613 3549 62
2214 6595 24
1674 3313 83
4251 6063 3
4638 5321 16
1394 1966 76
8553 9788 16
5649 8831 28
4374 8100 55
20 5572 56
2355 2514 23
341 7151 63
9829 9835 71
9246 9475 69
7200 7790 63
717 8339 69
4645 7277 41
3137 9256 89
7388 8571 68
3890 9448 10
4082 7741 38
5996 7840 1
3239 5644 94
2571 3900 76
769 7677 82
7825 9958 76
1500 2622 91
176 9060 15
8094 9667 46
7386 7497 5
4670 5098 49
6238 9375 75
5176 7026 63
2272 8278 72
709 5156 8
3477 6495 22
419 9820 73
3689 7601 29
184 7603 87
1195 9378 56
2940 6921 28
1093 7289 82
295 7838 40
1741 9363 61
5401 7273 1
3472 6901 75
1458 4481 68
716 1071 24
869 6666 26
3053 4026 59
7475 8462 34
1789 4523 89
2273 9129 100
4498 8041 33
4568 9627 87
2775 8023 66
532 9554 31
4104 9922 62
2710 9485 59
2126 3277 61
1868 4664 25
14 4897 98
594 3850 52
4025 6277 54
2892 4523 16
1111 1848 27
2442 4926 94
4410 8027 38
3379 8349 4
5935 9941 90
5335 7374 76
3413 8582 7
2900 4823 75
7740 8464 75
5705 7234 27
3797 6391 90
6 1504 98
7124 8677 5
7396 9565 87
5332 5623 69
3175 8045 61
9014 9201 94
52 4169 97
964 6331 21
7490 9529 59
2268 9548 92
3536 8690 99
4211 7593 78
7509 7738 9
1898 4210 81
1289 5610 13
3323 9425 2
4540 7859 12
5950 8153 31
2773 7704 3
2477 2563 56
4585 9429 88
6898 8932 25
5750 6756 8
479 4322 77
492 8829 45
2037 5487 60
228 9449 85
1290 4490 1
1296 7136 7
996 9895 22
360 5613 42
1880 6812 82
7309 8399 21
3584 7661 54
924 6459 7
1493 8006 60
3511 8871 30
611 3779 77
2587 8000 97
7495 8046 79
5082 8544 52
1046 4977 57
8811 9251 56
1868 3800 7
4535 8782 29
1714 5574 82
2824 6813 82
2655 8220 2
1888 8480 8
4313 8903 77
1276 9697 99
4740 7197 3
2031 5590 32
5770 7262 77
6458 9825 96
5087 8782 78
695 7325 93
3230 8971 57
1625 7733 7
6745 7325 19
2299 4538 53
2623 8012 86
5007 6570 75
2478 5838 10
2370 3174 31
382 1013 90
5663 7145 82
6661 9490 72
264 7470 70
4894 5088 91
755 6983 41
3984 9282 55
2373 4499 46
3098 3431 71
5354 6208 93
4429 8522 98
8688 9125 17
75 3070 10
3436 7776 59
5781 6678 58
7584 8978 99
4251 7376 2
144 6197 69
2655 4899 6
4090 8852 100
4199 9222 2
1490 9390 56
2750 9828 98
4241 6619 58
2098 7051 80
2805 8284 64
7586 8370 87
5255 7673 10
3908 4823 71
1229 3981 54
877 7654 59
3214 8922 18
4726 5757 74
6848 7076 43
4822 9492 73
1645 2754 61
8391 9871 60
1996 5773 17
351 9075 23
7319 9590 57
552 5695 50
1174 5571 48
40 4558 47
1358 5263 18
1869 9149 19
2346 6842 53
6153 7366 80
4588 6915 27
4514 6266 73
1896 2798 70
4513 7811 43
1552 6597 27
1265 3945 92
6688 9779 26
2490 9730 47
5618 5735 40
1703 5317 90
3425 7743 57
2914 7253 69
4631 4979 82
806 5099 75
5808 9854 60
4408 8837 67
452 9371 9
4180 6730 62
7029 8102 80
305 5997 24
1579 3654 100
815 2267 53
2707 2898 89
3919 4665 68
4619 8373 46
1962 4457 95
3363 7161 47
5694 7582 70
3375 8512 12
4270 8248 44
5443 6101 67
4630 5509 60
604 9036 1
3841 4990 31
2552 2676 4
2635 7498 69
7988 9731 37
7948 9152 55
2842 8067 86
2264 5028 76
2137 5466 47
131 3282 74
724 1631 81
5930 6114 42
5547 7941 6
1747 6126 4
5829 8505 1
4514 4908 82
8248 9804 75
1860 7978 42
9129 9762 7
2292 2488 55
2206 6184 90
6950 8277 55
235 8856 6
3634 7403 81
5361 7591 69
2399 7379 56
9399 9512 12
4065 5752 16
347 9127 2
1060 6841 73
1325 5248 81
1717 3726 33
7744 8533 78
6511 6754 68
4915 6993 6
3352 3450 58
1777 5187 52
3976 8366 96
5984 7064 43
6593 8694 45
7706 9754 79
7427 8215 17
133 408 48
1669 2573 78
6666 9935 15
4579 7081 89
1610 2740 1
655 5103 32
7396 7943 89
5057 8283 33
2144 6787 58
4156 4580 39
1578 5348 65
1311 3354 65
332 3505 26
2150 6421 99
3960 4053 80
7827 9219 52
2159 4911 50
729 753 61
1600 7096 57
4773 9884 70
2904 4178 26
4646 6259 94
607 5906 56
4938 9418 57
108 9927 96
1895 2969 77
1425 6540 3
2945 8862 75
7251 9277 71
5601 9998 22
1661 2093 11
1052 3387 2
4697 8303 10
5557 8849 5
5893 7357 93
2336 6105 28
1521 5246 73
5196 9304 49
4584 5521 39
693 6444 29
2338 7374 78
3602 8779 75
2227 7460 95
3802 8194 89
2869 6175 71
1305 5684 65
1424 8628 67
2894 6153 96
8630 9697 1
7585 8324 92
2498 3242 84
2742 6089 43
3886 7770 99
1576 4477 93
595 2029 98
6376 8899 86
1379 6457 44
458 2323 4
3375 5729 86
3835 7268 51
2206 3493 54
647 1384 80
6090 6781 12
211 8457 55
424 5409 50
4869 5107 22
2337 2880 99
9060 9447 72
1121 2093 100
1186 5952 35
2388 6633 19
2724 9791 51
622 9480 15
316 3524 33
4060 6646 17
5824 9750 56
1259 3025 54
1391 1624 61
7940 8968 70
28 4693 24
1976 6157 25
1126 9944 45
1388 4308 73
2228 6872 14
3363 6443 39
1148 5795 64
236 8255 2
484 5689 35
1384 8987 80
467 6177 48
4038 7152 74
2029 2966 71
141 1537 84
5074 5637 88
466 9927 52
3531 8375 73
4294 5431 83
4198 8465 49
1436 9542 6
4058 6616 23
529 9674 95
3610 5238 63
307 4783 46
700 3614 81
1838 3217 72
4246 5037 11
587 3781 84
512 9260 99
5488 5862 42
3840 9113 98
7526 8437 93
704 7089 71
7130 9540 68
147 1110 67
51 4545 41
6276 8896 37
2625 4213 93
5253 9316 61
5774 10000 40
3628 6074 9
5238 5713 13
1640 9045 71
3714 8682 46
1863 2314 85
1845 8079 19
1871 5320 68
2882 8133 75
3380 6980 9
428 3958 1
6397 6768 52
327 852 7
3894 6737 26
1152 9240 28
3112 4062 59
3310 4001 91
1157 5021 26
780 1510 46
287 4076 10
2073 4320 6
2263 8949 45
4737 4988 67
24 5420 23
7775 9429 54
7374 8726 85
2527 4744 10
257 9719 99
965 6637 26
5871 8950 38
6082 7539 97
4778 9197 95
5853 7957 75
1290 3758 47
7541 9062 38
3300 4194 44
2016 3906 31
9099 9126 69
696 6823 76
738 8223 15
3461 4167 30
6253 7152 75
4223 9260 71
6345 7677 46
6837 9104 15
1657 8674 41
4006 7365 4
227 9977 29
885 2167 79
6815 7088 2
3749 8499 81
3564 8142 44
7 8929 19
1446 8448 47
2277 9941 71
1638 4428 49
301 3357 6
1038 5567 74
6921 7407 84
1804 6745 35
335 3997 41
1604 9686 94
6186 8905 88
4023 6660 65
5785 6717 30
1020 1086 42
1538 3209 22
1412 8229 11
3704 7739 12
2183 9337 27
8097 8838 45
1177 6228 58
6238 8844 27
4253 5490 36
3956 6684 81
2991 7186 36
1456 5491 61
4644 5620 69
8098 9115 16
1511 3682 16
3821 3959 11
2189 6723 15
7873 8027 84
5500 8404 100
3686 8023 24
49 8271 84
191 5511 64
37 3121 95
2648 7311 89
2369 6578 60
3476 4028 32
989 8516 41
2669 7382 53
1454 6602 94
1456 5311 49
6156 9606 100
3068 6344 93
6474 6945 20
3136 8552 68
2611 3211 80
3017 7227 82
7152 9290 77
3720 5075 16
2619 4073 57
62 1944 81
861 7120 33
3367 5589 19
2028 3300 84
5941 8677 74
311 588 39
3721 4184 46
3972 8180 98
1994 8360 85
2225 9832 64
2781 9533 50
2086 5920 22
1489 7098 76
5399 7289 14
248 7699 93
7745 7994 19
471 7784 100
583 6258 77
291 8469 91
3045 8948 59
2613 2663 43
538 4620 39
6991 7143 10
3744 5336 2
8766 8960 36
263 6732 68
4815 9830 5
3877 4026 72
4388 4534 76
408 1964 57
249 7861 59
101 7868 37
4683 6192 73
5779 7283 28
2448 9551 30
4263 6716 58
3595 5766 52
5035 7868 37
600 8046 26
3012 9592 81
9384 9755 56
2317 5995 89
1894 3048 57
344 4999 33
2153 2729 76
7579 8136 69
7396 8578 13
6168 7472 74
3373 6513 66
6415 9967 54
4131 7736 32
4471 7327 5
905 3535 43
9629 9973 99
1431 1767 72
408 2751 87
4777 7754 52
1777 7459 3
1996 5131 12
1895 8705 1
1317 2290 37
5409 8104 6
6142 7562 21
2209 5510 91
4531 5709 98
3513 7030 29
9559 9860 17
7203 8505 3
877 9160 59
5585 5767 53
7789 8748 61
2659 5884 44
2698 8171 47
2144 9128 79
1011 3627 48
846 6687 58
3520 7818 97
3452 4554 38
3358 8016 81
4444 4818 98
253 8811 52
2580 6218 73
128 9226 80
6548 9520 22
5380 7854 20
3237 8280 91
4658 7273 36
3596 7856 73
227 6628 49
2638 8697 91
810 6096 47
70 4409 68
671 1741 34
5185 9020 4
1959 6984 65
4164 9133 16
1178 7318 51
1401 3099 86
4868 8820 11
4981 9229 13
1877 9820 11
263 8530 26
734 6652 88
784 1984 35
1690 8331 93
3825 5926 95
1210 8308 18
2391 5323 19
3391 4283 78
2230 8797 84
4140 8490 65
6083 7089 42
4 2433 17
391 6943 16
6694 6806 10
1757 6365 94
389 4190 12
2138 5439 88
1191 4865 27
8458 9744 20
2596 6041 18
6860 9136 6
1789 9902 67
933 5292 62
1765 6951 83
3263 8327 16
3170 6793 70
6841 8787 72
1147 8268 98
2389 8606 78
356 3116 69
7827 9421 36
3791 7898 83
6148 7923 97
2102 9324 62
1006 9010 27
5064 9556 95
4269 4978 69
2297 6754 36
5958 9265 11
4558 8328 18
598 4419 63
994 9213 40
5882 6683 81
1351 9179 65
243 5233 69
2908 8214 60
3550 4773 91
8362 8887 57
3266 6075 63
651 2534 87
3780 4788 60
493 3224 61
1364 2904 81
39 6930 60
6433 6675 36
1593 3342 1
984 4832 87
4098 6276 89
4320 6739 12
3987 6700 51
1622 7263 55
79 4947 98
5173 9842 27
6121 8330 5
570 3771 62
3435 7464 14
804 8881 31
1424 9838 38
4020 7663 55
9056 9270 5
4307 8598 96
1136 1957 17
4511 5798 2
2622 9795 38
2348 9830 21
784 2945 59
8293 8441 86
5671 9238 45
1711 5686 78
3092 8300 91
2749 5832 64
3998 8200 87
5443 5817 41
3183 8451 82
4285 5816 88
4003 6746 12
2439 5699 29
5432 5800 5
2338 6547 53
4083 6067 52
550 9245 51
6968 8700 18
7212 9529 92
8803 8939 33
714 1941 55
2744 9897 63
1457 5308 55
2155 8251 62
5570 8132 47
8073 9952 16
3988 7276 96
3771 8020 87
5312 9786 10
6435 8160 23
4560 8737 75
268 4158 13
8765 9923 90
9086 9773 54
3726 9713 14
7084 7707 53
5618 6863 17
8705 9861 12
3594 9525 39
5550 7503 20
7036 8718 86
3236 7296 69
1588 7981 73
2052 5130 74
3759 7189 15
1893 9958 82
7488 9554 16
2942 4392 77
5260 6691 45
6438 8466 12
410 1563 59
5420 9486 15
4076 7195 46
6821 7084 47
1148 3734 22
4295 5956 31
3909 4833 100
5138 6945 56
1991 7092 98
3214 3857 13
4429 7159 66
4595 8068 26
5224 6216 61
636 1016 26
3546 4123 22
1239 4351 95
4282 5046 76
5752 7898 6
4624 8755 80
3406 3914 49
1808 6634 22
3355 7192 74
1377 9457 72
7977 9500 63
4343 4538 89
3256 4671 64
3045 9028 4
7734 8719 17
4610 5108 6
4470 8946 40
4783 8472 3
331 8808 59
130 6964 53
1277 5966 97
302 4276 92
169 9484 55
6681 7703 85
5983 6172 47
4200 7800 71
4562 5862 9
7562 9776 86
1242 3053 69
2731 8313 3
2710 7359 1
5077 8216 36
4041 8858 55
3193 4318 69
7761 8610 42
2463 8963 50
491 5785 34
2563 7436 99
1904 6468 57
24 9521 95
3991 9064 16
3180 5714 49
4411 7249 66
214 4843 98
2604 3383 46
1787 9929 33
7878 9615 21
962 8772 4
4160 6166 63
4630 9850 65
1390 9552 79
2654 4585 47
9246 9570 23
179 7369 25
238 7279 7
883 8897 48
8429 9258 65
6938 9025 62
688 2500 62
1074 3716 18
1367 7092 89
2911 4344 98
2178 2202 92
6432 9542 18
2636 3379 45
9009 9851 45
787 5323 53
1171 3333 27
2995 3884 74
7648 8648 8
438 7863 22
86 1910 23
4178 9979 90
7180 8056 36
1344 5125 2
4274 4626 70
1812 5649 55
475 3642 52
783 4461 18
1015 8927 1
5041 7328 69
3974 9098 82
226 8780 12
6052 6749 79
1570 4160 37
2008 3085 54
4974 5833 53
848 4746 15
3848 3918 11
8739 9251 84
5275 5685 77
4442 6045 43
670 7170 62
6811 7308 39
3333 8512 95
209 3674 28
3533 6623 80
123 5312 9
1556 1689 92
3530 8808 82
2956 5997 2
2307 7722 25
1643 9428 17
9300 9830 90
239 1324 63
2481 7458 15
1462 5015 24
3679 9541 48
4277 9092 44
2554 3906 96
1161 9840 50
4291 8477 42
2309 6007 62
5079 6328 32
5038 8991 72
51 3896 21
5313 7616 62
2960 6829 77
1081 2640 20
568 6309 73
4881 7363 47
4805 5498 55
2231 6308 5
1135 4067 78
2921 6911 60
641 7333 78
677 4635 42
7732 8463 33
873 5600 81
3839 9893 94
2315 2871 10
3194 9092 87
2263 7821 75
500 7505 64
488 600 63
779 5513 29
1313 8837 13
1723 3755 21
5265 7596 7
7940 9055 32
1574 5903 21
5158 8750 94
4589 6775 60
819 3078 97
2819 9463 99
2309 3732 88
3324 4966 75
2472 2786 42
1709 3854 42
3920 9896 86
83 4204 49
1359 8583 92
1277 5208 7
2468 3649 52
12 3639 84
290 5297 12
6259 8216 95
7469 9617 26
3409 9047 95
983 5427 98
8080 8488 50
5266 9774 2
7665 8865 100
2907 4557 99
1773 6502 79
3109 6937 99
1999 5481 44
3806 5593 26
112 8433 30
5855 9044 35
4431 5108 70
5930 7110 43
3926 8361 53
3361 9693 54
2538 3881 2
7844 7912 49
624 5374 100
1462 8804 87
2056 6909 45
3413 3943 97
3897 7799 58
7886 8133 100
5664 9616 94
2502 9174 92
2334 7035 72
7781 9193 30
7566 7942 58
37 9172 6
1959 4528 33
3386 9069 72
9133 9823 2
6581 8630 31
3892 5791 44
1849 9702 79
3073 5061 35
4873 7633 4
271 1161 62
252 5357 26
2710 6005 36
1529 9581 1
1625 8640 99
6062 6682 96
2332 8673 28
1556 1651 56
1245 3726 89
791 8790 21
7685 9100 62
529 1439 81
2372 5370 5
5696 9855 13
3651 4400 35
449 7568 77
1258 4583 93
1823 4950 62
3690 8791 32
2262 5916 44
619 7929 100
6405 7682 14
4101 6727 24
1375 1564 57
1055 1126 40
4718 8255 60
460 9134 94
1307 4377 24
6400 8284 19
244 5646 92
6035 7390 90
788 3682 41
3109 8391 26
3657 5270 75
3820 7282 55
4125 6892 64
6299 7592 52
5642 6560 28
6950 9305 57
69 5198 31
5339 7112 26
5995 6604 86
1886 7448 64
5310 6572 53
5158 5486 40
5010 6354 2
442 8551 37
275 5748 87
5108 9401 10
700 1483 63
2983 6395 78
1806 9112 82
3517 3744 28
5297 9251 96
175 6835 50
4602 9711 1
1531 9537 3
4218 4596 55
742 2173 85
2558 7586 58
2363 4773 51
523 7236 10
2938 9620 8
2145 6449 14
3175 8286 88
3399 9322 31
8083 8466 40
976 9001 21
3053 6415 44
4809 6551 89
1198 4908 16
1203 3513 99
4252 9243 40
4710 7350 91
4921 6792 12
6315 7545 54
3366 7791 65
5610 5805 59
1260 5325 28
2778 4541 57
2419 2437 85
1116 6517 96
4658 9450 57
3238 7940 30
196 7514 94
1727 3021 7
2497 9446 64
8641 9482 65
3484 7750 30
8370 9354 40
3799 8382 21
4098 8105 2
4602 8442 75
5276 5834 92
2350 6253 47
2657 9880 80
815 2061 93
862 7104 82
7263 9385 28
987 4077 79
1894 4453 23
2158 9774 82
1571 1605 54
6248 9409 94
4268 8556 54
3149 9469 27
2045 7448 86
581 950 12
1182 6596 88
4799 5288 91
1775 8574 56
5134 7526 98
8052 9930 19
5101 7242 53
1363 7518 44
3202 3741 11
4959 7891 29
5027 8532 73
4379 8090 49
2933 6346 71
1409 8106 58
2985 6488 48
399 2544 51
3947 6373 62
4976 7132 47
3471 8262 6
376 1176 30
51 2284 77
7637 8235 5
2980 8885 51
4515 4677 20
2032 4433 99
2204 6365 75
2908 3914 100
4161 7854 96
1891 2995 26
1348 7651 96
4244 6344 2
1475 3193 87
4157 6962 92
1530 2548 11
5638 9309 52
3085 7974 66
561 6157 55
6452 9998 5
17 3812 22
7884 9524 14
2980 9033 40
4549 6989 31
1305 7924 88
4557 7551 83
8413 8613 11
993 6450 58
3915 8522 44
803 7435 24
489 5213 18
1460 5954 42
226 6895 75
1343 5962 59
5132 7701 95
1078 4354 97
4643 8848 4
2073 3365 41
2931 9597 9
2130 6193 11
7078 8094 24
6801 7850 57
3835 6122 45
2065 5357 78
4514 5390 59
757 1784 53
2876 4594 98
3395 5250 65
5079 7312 54
6316 7545 20
7762 8593 17
1820 7962 51
333 5002 11
3713 8291 3
5966 7998 54
3894 5018 70
2272 7692 90
3387 8815 5
714 8799 30
1752 6046 69
2970 8481 72
159 4179 27
1839 6909 91
5148 7200 83
7379 9695 3
390 9641 16
6462 8559 90
1065 8815 55
1233 3956 96
7312 8783 18
4718 5998 42
3917 4586 2
1727 5714 83
1070 7987 4
519 4699 48
2030 2706 44
1023 7888 77
4522 5941 77
282 9421 76
2709 9682 62
7809 8353 68
6990 8484 34
2773 5624 91
1752 1824 15
425 5539 28
2295 8215 32
818 8720 89
1916 3149 49
4806 8560 77
9445 9865 96
3063 4604 75
2886 9750 44
6425 9686 1
4545 5200 74
4408 5343 18
3418 8151 59
3309 6138 59
749 806 24
3131 3974 25
6847 8547 73
1374 1926 40
4600 4676 41
2985 4889 67
2159 4186 5
2658 8639 80
4344 10000 3
2068 3497 95
334 6784 34
4707 7662 32
353 1941 64
371 732 72
491 8163 40
218 1861 33
877 5362 30
5505 8297 92
304 9913 5
3869 8294 3
2453 4091 43
4569 7570 51
203 5897 96
6048 6821 48
4460 7964 74
2633 2850 14
1887 7152 76
5608 6441 46
610 877 89
322 2978 43
2493 3003 41
214 4344 22
1315 9057 41
4390 9045 41
4668 5780 4
5141 9164 20
6698 6818 49
1263 1325 34
6943 7655 44
1742 7902 94
753 2880 51
5286 8266 98
5983 7878 61
5654 7150 46
791 5999 94
1348 8349 69
2196 3159 68
808 8448 50
1224 4682 53
7913 8346 57
568 3708 98
8474 9943 8
4374 9871 75
2201 9056 10
7467 9300 99
636 1575 62
4357 8926 14
6816 9110 48
3482 9684 34
4323 4468 12
1236 5053 21
2279 5425 58
4777 4818 70
3523 3642 25
6110 6182 42
2933 6389 29
1011 2567 78
2522 3204 66
7811 9766 70
747 9592 48
1606 7944 31
7918 8441 7
